datacenter_location,router_name,interface_ip,link_type,latency_ms,bandwidth_gbps,vulnerability_score,node_status,last_security_scan
Ireland (Dublin-East),IRELAND_Border_Gateway_04,172.24.145.182,Inter-DC Transit,20,100,0.27,Operational / Patch Compliant,2026-06-07T11:22:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_02,10.207.247.37,Edge Distribution,6,40,0.17,Operational / Patch Compliant,2026-06-13T10:10:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_02,10.181.149.125,Inter-DC Transit,31,40,0.37,Operational / Patch Compliant,2026-06-13T23:51:44Z
US (Virginia-East),US_Border_Gateway_01,10.135.55.225,Inter-DC Transit,23,100,0.2,Operational / Patch Compliant,2026-06-13T18:50:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,172.29.204.8,Inter-DC Transit,19,100,0.27,Operational / Patch Compliant,2026-06-09T05:12:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_05,10.198.71.149,Edge Distribution,17,10,0.03,Operational / Patch Compliant,2026-06-11T00:28:44Z
US (Virginia-East),US_Distribution_Layer_05,10.147.53.196,Edge Distribution,10,10,0.44,Operational / Patch Compliant,2026-06-12T07:21:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_05,172.20.144.137,Backbone Trunk,3,100,0.12,Operational / Patch Compliant,2026-06-12T17:26:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_04,172.16.77.4,Inter-DC Transit,25,100,0.11,Operational / Patch Compliant,2026-06-09T21:08:44Z
US (Virginia-East),US_Border_Gateway_01,172.30.190.204,Inter-DC Transit,27,100,0.38,Operational / Patch Compliant,2026-06-11T21:48:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_02,172.25.29.190,Edge Distribution,18,40,0.26,Operational / Patch Compliant,2026-06-10T10:35:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_05,10.23.35.208,Edge Distribution,10,10,0.09,Operational / Patch Compliant,2026-06-10T23:11:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,10.220.90.213,Edge Distribution,19,40,0.86,Critical Exposure,2026-06-10T04:41:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_05,172.19.161.61,Backbone Trunk,2,100,0.44,Operational / Patch Compliant,2026-06-09T08:07:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,172.29.115.160,Inter-DC Transit,13,100,0.08,Operational / Patch Compliant,2026-06-14T12:19:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_04,172.27.62.219,Inter-DC Transit,29,40,0.34,Operational / Patch Compliant,2026-06-12T01:58:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_03,10.194.73.3,Inter-DC Transit,19,100,0.11,Operational / Patch Compliant,2026-06-09T18:56:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,172.25.203.18,Edge Distribution,8,10,0.2,Operational / Patch Compliant,2026-06-09T04:51:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_04,172.26.112.151,Backbone Trunk,1,100,0.38,Operational / Patch Compliant,2026-06-11T14:49:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_04,10.55.158.8,Edge Distribution,13,10,0.44,Operational / Patch Compliant,2026-06-07T15:36:44Z
US (Virginia-East),US_Border_Gateway_03,10.126.121.156,Inter-DC Transit,12,40,0.1,Operational / Patch Compliant,2026-06-13T16:39:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_05,172.18.132.190,Inter-DC Transit,34,100,0.59,Mitigation Required,2026-06-08T11:00:44Z
US (Virginia-East),US_Core_Backbone_04,10.141.15.197,Backbone Trunk,7,100,0.16,Operational / Patch Compliant,2026-06-09T20:31:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_02,10.138.89.191,Edge Distribution,8,10,0.21,Operational / Patch Compliant,2026-06-09T17:47:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_04,10.78.44.138,Edge Distribution,7,40,0.25,Operational / Patch Compliant,2026-06-14T03:20:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_02,172.18.106.37,Backbone Trunk,2,400,0.8,Critical Exposure,2026-06-12T02:25:44Z
US (Virginia-East),US_Edge_Aggregation_03,172.27.190.180,Edge Distribution,6,10,0.28,Operational / Patch Compliant,2026-06-09T19:50:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_03,10.57.237.208,Backbone Trunk,3,400,0.33,Operational / Patch Compliant,2026-06-11T22:51:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_05,172.17.147.214,Edge Distribution,14,40,0.24,Operational / Patch Compliant,2026-06-11T06:00:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,172.30.10.239,Edge Distribution,15,40,0.42,Operational / Patch Compliant,2026-06-13T07:18:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_03,172.31.48.125,Edge Distribution,19,40,0.02,Operational / Patch Compliant,2026-06-10T08:55:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_03,172.22.156.33,Backbone Trunk,1,100,0.15,Operational / Patch Compliant,2026-06-14T16:21:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_02,10.165.187.105,Inter-DC Transit,35,100,0.28,Operational / Patch Compliant,2026-06-09T10:39:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_02,10.164.240.251,Edge Distribution,10,10,0.38,Operational / Patch Compliant,2026-06-10T20:00:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_04,172.23.80.100,Inter-DC Transit,12,100,0.31,Operational / Patch Compliant,2026-06-15T09:34:44Z
US (Virginia-East),US_Distribution_Layer_03,172.27.180.59,Edge Distribution,11,40,0.41,Operational / Patch Compliant,2026-06-07T17:07:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_05,10.100.137.209,Edge Distribution,13,10,0.07,Operational / Patch Compliant,2026-06-14T06:53:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_05,10.45.88.24,Inter-DC Transit,32,100,0.08,Operational / Patch Compliant,2026-06-11T04:54:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_02,10.180.14.212,Backbone Trunk,3,200,0.76,Critical Exposure,2026-06-08T05:11:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_02,10.117.87.250,Backbone Trunk,2,100,0.06,Operational / Patch Compliant,2026-06-10T16:04:44Z
US (Virginia-East),US_Distribution_Layer_05,10.113.168.248,Edge Distribution,19,10,0.39,Operational / Patch Compliant,2026-06-07T14:34:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_05,10.181.134.102,Edge Distribution,15,10,0.11,Operational / Patch Compliant,2026-06-11T19:01:44Z
US (Virginia-East),US_Distribution_Layer_05,172.23.43.214,Edge Distribution,6,10,0.05,Operational / Patch Compliant,2026-06-08T05:50:44Z
US (Virginia-East),US_Core_Backbone_02,172.21.69.152,Backbone Trunk,6,200,0.28,Operational / Patch Compliant,2026-06-14T13:44:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_02,10.244.46.145,Edge Distribution,22,10,0.33,Operational / Patch Compliant,2026-06-10T09:06:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,10.184.239.144,Edge Distribution,6,10,0.27,Operational / Patch Compliant,2026-06-11T22:35:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_01,10.130.81.70,Edge Distribution,22,10,0.04,Operational / Patch Compliant,2026-06-08T17:54:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_05,10.244.74.183,Edge Distribution,8,40,0.4,Operational / Patch Compliant,2026-06-11T22:23:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,10.10.18.104,Edge Distribution,9,40,0.05,Operational / Patch Compliant,2026-06-10T01:38:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_01,172.26.220.136,Backbone Trunk,7,400,0.42,Operational / Patch Compliant,2026-06-10T06:32:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_03,10.161.146.104,Edge Distribution,18,10,0.67,Mitigation Required,2026-06-10T03:05:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_03,10.96.137.139,Edge Distribution,10,40,0.93,Critical Exposure,2026-06-10T07:21:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_03,10.21.149.144,Backbone Trunk,2,200,0.09,Operational / Patch Compliant,2026-06-10T11:34:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_02,172.22.133.18,Inter-DC Transit,32,40,0.36,Operational / Patch Compliant,2026-06-11T19:03:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_05,172.24.65.1,Edge Distribution,9,40,0.36,Operational / Patch Compliant,2026-06-13T09:04:44Z
US (Virginia-East),US_Border_Gateway_05,172.24.16.242,Inter-DC Transit,17,40,0.17,Operational / Patch Compliant,2026-06-07T21:48:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_05,10.48.170.133,Inter-DC Transit,29,40,0.43,Operational / Patch Compliant,2026-06-13T05:02:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_03,172.17.212.191,Edge Distribution,18,40,0.39,Operational / Patch Compliant,2026-06-14T00:14:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,10.117.237.25,Backbone Trunk,4,200,0.02,Operational / Patch Compliant,2026-06-12T18:52:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_03,10.232.189.4,Edge Distribution,19,10,0.26,Operational / Patch Compliant,2026-06-08T00:21:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_01,172.25.251.36,Edge Distribution,7,10,0.23,Operational / Patch Compliant,2026-06-10T22:34:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_01,172.24.103.147,Inter-DC Transit,32,40,0.3,Operational / Patch Compliant,2026-06-08T23:05:44Z
US (Virginia-East),US_Edge_Aggregation_03,172.31.15.163,Edge Distribution,22,40,0.16,Operational / Patch Compliant,2026-06-08T00:55:44Z
US (Virginia-East),US_Distribution_Layer_03,10.57.87.21,Edge Distribution,5,10,0.45,Operational / Patch Compliant,2026-06-13T12:43:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_03,172.25.213.223,Edge Distribution,13,10,0.72,Critical Exposure,2026-06-08T21:09:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_03,172.25.117.17,Inter-DC Transit,23,100,0.4,Operational / Patch Compliant,2026-06-13T09:12:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_02,10.77.13.122,Edge Distribution,18,10,0.43,Operational / Patch Compliant,2026-06-11T15:51:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_05,10.249.106.129,Backbone Trunk,1,200,0.36,Operational / Patch Compliant,2026-06-13T21:04:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_02,10.107.155.117,Edge Distribution,15,10,0.3,Operational / Patch Compliant,2026-06-13T04:04:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_03,172.16.125.61,Backbone Trunk,8,100,0.37,Operational / Patch Compliant,2026-06-08T22:46:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_05,10.188.15.220,Inter-DC Transit,23,100,0.11,Operational / Patch Compliant,2026-06-07T23:55:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_04,172.28.16.103,Edge Distribution,5,40,0.07,Operational / Patch Compliant,2026-06-14T22:40:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_01,10.254.142.88,Backbone Trunk,5,200,0.06,Operational / Patch Compliant,2026-06-14T12:52:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_03,10.235.197.157,Edge Distribution,13,10,0.02,Operational / Patch Compliant,2026-06-14T07:27:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,10.90.101.232,Inter-DC Transit,24,100,0.12,Operational / Patch Compliant,2026-06-14T10:09:44Z
US (Virginia-East),US_Distribution_Layer_05,172.16.38.127,Edge Distribution,8,40,0.39,Operational / Patch Compliant,2026-06-07T12:32:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_02,10.60.53.155,Inter-DC Transit,12,40,0.2,Operational / Patch Compliant,2026-06-12T04:49:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_02,172.25.246.24,Edge Distribution,9,10,0.98,Critical Exposure,2026-06-13T03:07:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_04,10.244.45.215,Edge Distribution,16,10,0.21,Operational / Patch Compliant,2026-06-10T07:35:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,10.182.214.177,Inter-DC Transit,23,40,0.61,Mitigation Required,2026-06-13T20:13:44Z
US (Virginia-East),US_Core_Backbone_04,172.29.161.16,Backbone Trunk,1,400,0.03,Operational / Patch Compliant,2026-06-09T22:47:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_01,172.29.68.166,Backbone Trunk,7,100,0.18,Operational / Patch Compliant,2026-06-08T10:23:44Z
US (Virginia-East),US_Edge_Aggregation_02,10.11.127.231,Edge Distribution,14,10,0.35,Operational / Patch Compliant,2026-06-08T00:22:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_03,172.16.55.250,Edge Distribution,8,40,0.4,Operational / Patch Compliant,2026-06-09T11:44:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,10.27.60.12,Edge Distribution,22,10,0.09,Operational / Patch Compliant,2026-06-08T10:09:44Z
US (Virginia-East),US_Distribution_Layer_04,10.86.2.228,Edge Distribution,11,40,0.28,Operational / Patch Compliant,2026-06-14T01:24:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_01,172.18.236.188,Edge Distribution,13,40,0.26,Operational / Patch Compliant,2026-06-09T00:09:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,172.20.180.153,Inter-DC Transit,20,100,0.08,Operational / Patch Compliant,2026-06-09T20:16:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_05,172.23.253.171,Backbone Trunk,5,100,0.34,Operational / Patch Compliant,2026-06-10T05:25:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_03,172.16.26.173,Backbone Trunk,4,400,0.07,Operational / Patch Compliant,2026-06-14T16:04:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_04,172.18.3.95,Inter-DC Transit,29,40,0.81,Critical Exposure,2026-06-10T19:00:44Z
US (Virginia-East),US_Edge_Aggregation_03,172.17.182.7,Edge Distribution,21,40,0.08,Operational / Patch Compliant,2026-06-10T23:20:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_03,172.19.101.155,Edge Distribution,22,10,0.15,Operational / Patch Compliant,2026-06-13T02:06:44Z
US (Virginia-East),US_Edge_Aggregation_05,10.17.205.246,Edge Distribution,9,10,0.3,Operational / Patch Compliant,2026-06-10T10:57:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_01,172.31.138.93,Edge Distribution,19,40,0.4,Operational / Patch Compliant,2026-06-07T13:40:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_05,10.3.181.150,Inter-DC Transit,32,100,0.12,Operational / Patch Compliant,2026-06-13T01:05:44Z
US (Virginia-East),US_Distribution_Layer_03,10.1.220.222,Edge Distribution,5,40,0.24,Operational / Patch Compliant,2026-06-11T19:32:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.34.254.136,Backbone Trunk,6,200,0.39,Operational / Patch Compliant,2026-06-10T03:12:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_05,10.25.38.132,Edge Distribution,12,10,0.32,Operational / Patch Compliant,2026-06-11T19:41:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_04,172.21.29.150,Edge Distribution,13,40,0.11,Operational / Patch Compliant,2026-06-08T04:31:44Z
US (Virginia-East),US_Border_Gateway_05,172.22.156.220,Inter-DC Transit,14,40,0.16,Operational / Patch Compliant,2026-06-13T10:29:44Z
US (Virginia-East),US_Edge_Aggregation_04,10.131.229.196,Edge Distribution,19,40,0.21,Operational / Patch Compliant,2026-06-15T02:19:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,10.146.232.230,Edge Distribution,6,40,0.14,Operational / Patch Compliant,2026-06-11T11:51:44Z
Iceland (Reykjavik-HQ),ICELAND_Border_Gateway_01,10.222.121.198,Inter-DC Transit,12,40,0.72,Critical Exposure,2026-06-14T04:33:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_03,10.57.73.173,Edge Distribution,13,10,0.31,Operational / Patch Compliant,2026-06-13T02:13:44Z
US (Virginia-East),US_Distribution_Layer_05,172.30.219.177,Edge Distribution,7,10,0.02,Operational / Patch Compliant,2026-06-09T15:21:44Z
Singapore (South-Asia),SINGAPORE_Border_Gateway_04,10.255.3.129,Inter-DC Transit,32,100,0.45,Operational / Patch Compliant,2026-06-08T08:56:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_02,172.19.222.63,Edge Distribution,6,10,0.34,Operational / Patch Compliant,2026-06-14T23:27:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,10.229.195.124,Inter-DC Transit,27,40,0.65,Mitigation Required,2026-06-07T21:40:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_02,172.31.172.18,Inter-DC Transit,35,40,0.42,Operational / Patch Compliant,2026-06-11T14:07:44Z
Singapore (South-Asia),SINGAPORE_Core_Backbone_01,10.191.134.46,Backbone Trunk,2,400,0.17,Operational / Patch Compliant,2026-06-10T03:00:44Z
US (Virginia-East),US_Border_Gateway_03,172.25.109.132,Inter-DC Transit,16,40,0.19,Operational / Patch Compliant,2026-06-08T02:15:44Z
US (Virginia-East),US_Edge_Aggregation_04,172.31.81.184,Edge Distribution,11,40,0.34,Operational / Patch Compliant,2026-06-09T15:28:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_01,10.198.97.115,Edge Distribution,16,40,0.05,Operational / Patch Compliant,2026-06-09T15:26:44Z
US (Virginia-East),US_Distribution_Layer_04,10.193.65.4,Edge Distribution,16,10,0.38,Operational / Patch Compliant,2026-06-11T19:07:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_03,172.18.137.23,Edge Distribution,20,10,0.31,Operational / Patch Compliant,2026-06-11T07:04:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_02,172.19.223.7,Edge Distribution,7,40,0.82,Critical Exposure,2026-06-11T23:42:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_02,172.31.13.19,Edge Distribution,17,10,0.16,Operational / Patch Compliant,2026-06-14T18:13:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_05,10.1.142.189,Edge Distribution,22,10,0.28,Operational / Patch Compliant,2026-06-07T22:36:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,172.20.168.118,Backbone Trunk,1,200,0.07,Operational / Patch Compliant,2026-06-12T10:21:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_04,172.29.23.167,Edge Distribution,17,10,0.12,Operational / Patch Compliant,2026-06-11T11:04:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_02,172.25.138.56,Edge Distribution,20,10,0.17,Operational / Patch Compliant,2026-06-09T02:45:44Z
Ireland (Dublin-East),IRELAND_Edge_Aggregation_02,172.18.184.149,Edge Distribution,19,40,0.17,Operational / Patch Compliant,2026-06-08T18:05:44Z
Japan (Tokyo-North),JAPAN_Core_Backbone_02,10.106.100.26,Backbone Trunk,3,100,0.1,Operational / Patch Compliant,2026-06-14T13:42:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,172.27.209.119,Edge Distribution,10,10,0.41,Operational / Patch Compliant,2026-06-09T08:48:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_05,172.30.209.93,Backbone Trunk,8,100,0.32,Operational / Patch Compliant,2026-06-10T11:00:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_02,10.81.25.70,Edge Distribution,14,10,0.23,Operational / Patch Compliant,2026-06-11T14:28:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,10.151.55.216,Edge Distribution,13,10,0.32,Operational / Patch Compliant,2026-06-11T22:43:44Z
US (Virginia-East),US_Border_Gateway_01,10.227.129.114,Inter-DC Transit,35,100,0.04,Operational / Patch Compliant,2026-06-14T21:00:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_03,172.22.25.178,Edge Distribution,19,10,0.78,Critical Exposure,2026-06-08T01:47:44Z
US (Virginia-East),US_Core_Backbone_03,172.17.169.54,Backbone Trunk,6,400,0.32,Operational / Patch Compliant,2026-06-08T15:18:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_02,172.31.50.112,Edge Distribution,11,40,0.32,Operational / Patch Compliant,2026-06-09T06:07:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_04,172.27.86.103,Edge Distribution,12,40,0.03,Operational / Patch Compliant,2026-06-09T09:50:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_03,172.26.147.83,Edge Distribution,10,40,0.1,Operational / Patch Compliant,2026-06-12T20:51:44Z
US (Virginia-East),US_Edge_Aggregation_04,172.20.78.154,Edge Distribution,17,10,0.44,Operational / Patch Compliant,2026-06-10T04:51:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,172.20.137.21,Edge Distribution,9,10,0.06,Operational / Patch Compliant,2026-06-09T13:42:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_02,10.163.208.143,Edge Distribution,7,10,0.13,Operational / Patch Compliant,2026-06-10T15:23:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_05,10.202.59.129,Edge Distribution,10,10,0.67,Mitigation Required,2026-06-13T04:59:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_04,10.31.64.254,Backbone Trunk,5,100,0.18,Operational / Patch Compliant,2026-06-12T15:54:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_04,10.122.120.133,Edge Distribution,11,40,0.15,Operational / Patch Compliant,2026-06-15T08:49:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_04,172.26.165.244,Edge Distribution,20,10,0.24,Operational / Patch Compliant,2026-06-14T12:32:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,172.17.239.198,Backbone Trunk,5,400,0.17,Operational / Patch Compliant,2026-06-07T12:46:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_05,10.169.23.184,Edge Distribution,18,10,0.92,Critical Exposure,2026-06-13T05:52:44Z
US (Virginia-East),US_Border_Gateway_03,10.200.85.67,Inter-DC Transit,22,100,0.42,Operational / Patch Compliant,2026-06-09T03:11:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_01,10.25.186.128,Edge Distribution,20,10,0.24,Operational / Patch Compliant,2026-06-11T19:20:44Z
Japan (Tokyo-North),JAPAN_Distribution_Layer_04,172.28.144.82,Edge Distribution,22,10,0.36,Operational / Patch Compliant,2026-06-10T10:19:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_02,172.27.6.125,Backbone Trunk,7,100,0.22,Operational / Patch Compliant,2026-06-08T09:58:44Z
Iceland (Reykjavik-HQ),ICELAND_Edge_Aggregation_01,10.93.175.66,Edge Distribution,6,40,0.32,Operational / Patch Compliant,2026-06-09T23:27:44Z
Germany (Frankfurt-Central),GERMANY_Edge_Aggregation_01,10.1.132.2,Edge Distribution,22,10,0.3,Operational / Patch Compliant,2026-06-09T10:42:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_04,10.224.106.18,Inter-DC Transit,13,40,0.28,Operational / Patch Compliant,2026-06-14T16:57:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_04,172.17.73.61,Backbone Trunk,3,200,0.26,Operational / Patch Compliant,2026-06-08T22:32:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_01,10.58.222.65,Inter-DC Transit,12,40,0.45,Operational / Patch Compliant,2026-06-07T10:29:44Z
Germany (Frankfurt-Central),GERMANY_Border_Gateway_02,10.39.115.14,Inter-DC Transit,18,40,0.02,Operational / Patch Compliant,2026-06-12T02:09:44Z
US (Virginia-East),US_Distribution_Layer_03,10.192.173.245,Edge Distribution,5,40,0.11,Operational / Patch Compliant,2026-06-12T13:01:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_02,10.166.253.123,Backbone Trunk,2,100,0.15,Operational / Patch Compliant,2026-06-11T17:12:44Z
Ireland (Dublin-East),IRELAND_Distribution_Layer_03,172.27.250.47,Edge Distribution,8,10,0.93,Critical Exposure,2026-06-08T07:43:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_04,172.21.216.160,Edge Distribution,16,10,0.34,Operational / Patch Compliant,2026-06-11T18:03:44Z
Ireland (Dublin-East),IRELAND_Border_Gateway_04,172.25.130.229,Inter-DC Transit,27,40,0.08,Operational / Patch Compliant,2026-06-10T07:55:44Z
Germany (Frankfurt-Central),GERMANY_Distribution_Layer_05,172.19.158.187,Edge Distribution,10,40,0.12,Operational / Patch Compliant,2026-06-14T01:20:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_01,172.22.216.62,Edge Distribution,5,40,0.43,Operational / Patch Compliant,2026-06-12T13:13:44Z
Ireland (Dublin-East),IRELAND_Core_Backbone_01,10.164.85.40,Backbone Trunk,3,400,0.16,Operational / Patch Compliant,2026-06-07T16:06:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,10.20.232.252,Backbone Trunk,3,100,0.31,Operational / Patch Compliant,2026-06-07T22:55:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_05,172.31.179.42,Edge Distribution,21,10,0.14,Operational / Patch Compliant,2026-06-11T15:10:44Z
Iceland (Reykjavik-HQ),ICELAND_Distribution_Layer_03,172.21.77.133,Edge Distribution,15,10,0.39,Operational / Patch Compliant,2026-06-09T04:28:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_05,10.115.231.12,Backbone Trunk,4,400,0.39,Operational / Patch Compliant,2026-06-11T19:19:44Z
Japan (Tokyo-North),JAPAN_Edge_Aggregation_04,172.21.74.150,Edge Distribution,19,40,0.18,Operational / Patch Compliant,2026-06-14T22:43:44Z
Singapore (South-Asia),SINGAPORE_Edge_Aggregation_04,172.25.94.152,Edge Distribution,16,10,0.69,Mitigation Required,2026-06-11T02:40:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_02,172.19.191.8,Backbone Trunk,3,100,0.18,Operational / Patch Compliant,2026-06-10T04:31:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,10.94.104.57,Backbone Trunk,2,100,0.92,Critical Exposure,2026-06-09T17:16:44Z
Iceland (Reykjavik-HQ),ICELAND_Core_Backbone_01,10.186.46.89,Backbone Trunk,7,400,0.44,Operational / Patch Compliant,2026-06-10T11:56:44Z
Germany (Frankfurt-Central),GERMANY_Core_Backbone_01,10.128.147.1,Backbone Trunk,8,400,0.24,Operational / Patch Compliant,2026-06-14T21:57:44Z
Japan (Tokyo-North),JAPAN_Border_Gateway_05,172.26.174.154,Inter-DC Transit,20,40,0.33,Operational / Patch Compliant,2026-06-09T09:31:44Z
Singapore (South-Asia),SINGAPORE_Distribution_Layer_04,10.99.12.18,Edge Distribution,6,10,0.42,Operational / Patch Compliant,2026-06-09T00:18:44Z
US (Virginia-East),US_Distribution_Layer_02,172.21.235.216,Edge Distribution,7,10,0.11,Operational / Patch Compliant,2026-06-14T04:50:44Z
